id,funcion_principal,subcategoria,establecimiento,funcion_secundaria,programacion,sucursal,sala,direccion,calle,altura,barrio,comuna,latitud,longitud,telefono,mail,web,facebook,twitter,instagram,camara_1,camara_2,redes,punto_de_cultura,otras_redes,capacidad_total,codigo_postal,codigo_postal_argentino
19,BAR,CULTURAL,EL IMAGINARIO CULTURAL,CLUB DE MUSICA,,,,BULNES 899,BULNES,899,ALMAGRO,COMUNA 05,-34.601069171426396,-58.4177599920643,,IMAGINARIOCULTURALEVENTOS@GMAIL.COM,,https://www.facebook.com/imaginarioculturalbar/,,www.instagram.com/imaginariocultural/,,,,,,,1176,C1176ABO
527,CENTRO CULTURAL,,LA VIEJA GUARDIA,"BAR, ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,GUARDIA VIEJA 3777,GUARDIA VIEJA,3777,ALMAGRO,COMUNA 05,-34.601025799999995,-58.417441000000004,6680-0850,HOLA@LAVIEJAGUARIDA.COM.AR,WWW.LAVIEJAGUARIDA.COM.AR,WWW.FACEBOOK.COM/VIEJAGUARIDA/,,https://www.instagram.com/laviejaguarida/,MECA,,,,,,1192,C1192AAI
529,CENTRO CULTURAL,,LADRAN SANCHO,"BAR, ESPACIO ESCENICO",SI,,,GUARDIA VIEJA 3811,GUARDIA VIEJA,3811,ALMAGRO,COMUNA 05,-34.600885014565804,-58.4180733796145,4863-1095,LADRANDOESTAMOS@GMAIL.COM,WWW.LADRAN-SANCHO.COM,WWW.FACEBOOK.COM/LADRANSANCHOOK/,,https://www.instagram.com/ladransanchook/,MECA,FIERAS,,,,,1192,C1192AAK
502,CENTRO CULTURAL,,KOWALSKI CLUB DE CULTURA,"BAR, ESPACIO DE FORMACION, SALA DE CINE",SI,,,BILLINGHURST 835,BILLINGHURST,835,ALMAGRO,COMUNA 05,-34.6003431990321,-58.4150032624173,,ELBARDEKOWALSKI@GMAIL.COM,,https://www.facebook.com/ElBarDeKowalski/,,https://www.instagram.com/abastosocialclub/,,,,,,,1174,C1174ABO
1179,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO DEL PUEBLO,,,,,LAVALLE 3636,LAVALLE,3636,ALMAGRO,COMUNA 05,-34.6003415589866,-58.416664905675404,4326-3606,TEATRODELPUEBLOSOMI@GMAIL.COM,WWW.TEATRODELPUEBLO.ORG.AR,WWW.FACEBOOK.COM/TEATRODELPUEBLOARGENTINA,,https://www.instagram.com/teatrodelpueblo.arg/,ARTEI,,,,,,1190,C1190AAT
1367,ESPACIO ESCENICO,SALA DE TEATRO,MEDITERRANEA - ESPACIO DE ARTE,CLUB DE MUSICA EN VIVO,,,,TUCUMAN 3378,TUCUMAN,3378,ALMAGRO,COMUNA 05,-34.600087547388604,-58.4133046640664,4863-7156,ESPACIOMEDITERRANEA@GMAIL.COM.AR,WWW.MEDITERRANEAESPACIODEARTE.BLOGSPOT.COM.AR,WWW.FACEBOOK.COM/MEDITERRANEAALQUILERDESALA/,,,,,,,,,1189,C1189AAN
618,DISQUERIA,,CLUB DEL DISCO,,,,,LAVALLE 3685,LAVALLE,3685,ALMAGRO,COMUNA 05,-34.5999893,-58.4174601,4866-5965,CLUB@CLUBDELDISCO.COM,WWW.CLUBDELDISCO.COM,,,,,,,,,,1190,C1190AAS
1159,ESPACIO ESCENICO,SALA DE TEATRO,LA TERTULIA,"BAR, ESPACIO DE FORMACION",,,,GALLO 826,GALLO,826,ALMAGRO,COMUNA 05,-34.5998798,-58.41227859999999,4865-0303,TEATROLATERTULIA@GMAIL.COM,WWW.TEATROLATERTULIA.COM.AR,WWW.FACEBOOK.COM/GROUPS/TEATROLATERTULIA/,,,ARTEI,,,,,,1172,C1172ABR
14,BAR,CULTURAL,MUSSETTA,,,,,BILLINGHURST 894,BILLINGHURST,894,ALMAGRO,COMUNA 05,-34.599729100000005,-58.4150185,,,,,,,,,,,,,1174,C1174ABP
1338,ESPACIO ESCENICO,SALA DE TEATRO,EL PORTON DE SANCHEZ,ESPACIO DE FORMACION,SI,,,SANCHEZ DE BUSTAMANTE 1034,SANCHEZ DE BUSTAMANTE,1034,ALMAGRO,COMUNA 05,-34.598730200000006,-58.41350550000001,4863-2848,SRKASTRO@YAHOO.COM.AR,,WWW.FACEBOOK.COM/PORTON.DESANCHEZ/,,,ARTEI,,,,,,1173,C1173ABT
1213,ESPACIO ESCENICO,SALA DE TEATRO,EL TINGLADO,ESPACIO DE FORMACION,SI,,,BRAVO. MARIO 948,BRAVO. MARIO,948,ALMAGRO,COMUNA 05,-34.598670399999996,-58.4161044,48631188,TEATROELTINGLADO@HOTMAIL.COM,WWW.TEATROELTINGLADO.COM.AR,WWW.FACEBOOK.COM/TEATROELTINGLADO/,@el_Tinglado,https://www.instagram.com/eltingladoteatro/,,,,,,,1175,C1175ABR
1142,ESPACIO ESCENICO,SALA DE TEATRO,EL CAMARIN DE LAS MUSAS,"ESPACIO DE FORMACION, SALA DE CINE",SI,,,BRAVO. MARIO 960,BRAVO. MARIO,960,ALMAGRO,COMUNA 05,-34.598515899999995,-58.416096499999995,,EMILIOCAMARIN@GMAIL.COM,WWW.ELCAMARINDELASMUSAS.COM,WWW.FACEBOOK.COM/ELCAMARINTEATRO/,,https://www.instagram.com/elcamarinteatro/,ARTEI,,,,,,1175,C1175ABR
1575,LIBRERIA,,CIRCULO AJEDREZ TORRE BLANCA,,,,,SANCHEZ DE BUSTAMANTE 587,SANCHEZ DE BUSTAMANTE,587,ALMAGRO,COMUNA 05,-34.6031619899153,-58.414306214492996,4862-3161,,http://ajedreztorreblanca.com,,,,,,,,,,1173,C1173ABI
1742,LIBRERIA,,LA OREJA VERDE,,,,,BULNES 689,BULNES,689,ALMAGRO,COMUNA 05,-34.603688317305604,-58.4180104141069,(54 011) 4864-0505,laorejaverde@fibertel.com.ar,s/d,,,,,,,,,,1176,C1176ABK
1745,LIBRERIA,,MORA,,,,,"BRAVO, MARIO 570","BRAVO, MARIO",570,ALMAGRO,COMUNA 05,-34.6027213,-58.4166353,48656847,gloriablieberman@gmail.com,s/d,,,,,,,,,,1175,C1175ABJ
1746,LIBRERIA,,PLAN T COMICS,,,,,"BRAVO, MARIO 542","BRAVO, MARIO",542,ALMAGRO,COMUNA 05,-34.6030621,-58.4167015,(54 011) 4861-1865,leandrokplant@gmail.com,https://www.facebook.com/Dist.PlanT/,,,,,,,,,,1175,C1175ABJ
2713,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRO DESCARTES,,,,,BILLINGHURST 901,BILLINGHURST,901,ALMAGRO,COMUNA 05,-34.5995156238797,-58.4148571880285,4861 6152,BIBLIOTECA@DESCARTES.ORG.AR,WWW.DESCARTES.ORG.AR/BIBLIOTECA.HTM,,,,,,,,,,1174,C1174ABQ
3066,ESPACIO ESCENICO,SALA DE TEATRO,CLUB DE AMIGOS DE LA VACA PROFANA,,,,,LAVALLE 3683,LAVALLE,3683,ALMAGRO,COMUNA 05,-34.5999893,-58.4174601,4867-0934,INFO@VACAPROFANA.COM.AR,WWW.VACAPROFANA.COM.AR,,,,,,,,,,1190,C1190AAS
1184,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO-BAR EL JUVENIL,"BAR, ESPACIO DE FORMACION",,,,CORRIENTES AV. 4534,CORRIENTES AV.,4534,ALMAGRO,COMUNA 05,-34.6024455249814,-58.4291341663958,6091-9034,INFO@ELJUVENIL.COM,WWW.ELJUVENIL.COM,WWW.FACEBOOK.COM/TEATROBAR.ELJUVENIL/,,https://www.instagram.com/teatroeljuvenil/,,,,,,,1195,C1195AAR
1170,ESPACIO ESCENICO,SALA DE TEATRO,LA PAUSA TEATRAL,"BAR, ESPACIO DE FORMACION",SI,,,CORRIENTES AV. 4521,CORRIENTES AV.,4521,ALMAGRO,COMUNA 05,-34.6022949,-58.428937899999994,5123-2030,HOLA@LAPAUSATEATRAL.COM.AR,WWW.LAPAUSATEATRAL.COM.AR,WWW.FACEBOOK.COM/LAPAUSATEATRAL/,@LAPAUSATEATRAL,https://www.instagram.com/lapausateatral/,ESCENA,,,,,,1195,C1195AAE
1378,ESPACIO ESCENICO,SALA DE TEATRO,ABASTO SOCIAL CLUB,"ESPACIO ESCENICO, ESPACIO DE FORMACION",SI,,,YATAY 666,YATAY,666,ALMAGRO,COMUNA 05,-34.604400899999995,-58.428916799999996,4861-7714 ,abastosocialclub@fibertel.com.ar ,https://www.abastosocialclub.com/,https://www.facebook.com/abasto.socialclub/,,https://www.instagram.com/abastosocialclub/,ARTEI,,,,,,1184,C1184ADL
1380,ESPACIO ESCENICO,SALA DE TEATRO,LA GLORIA ESPACIO TEATRAL,,SI,,,YATAY 890,YATAY,890,ALMAGRO,COMUNA 05,-34.6013266,-58.4284611,3527-4420,LAGLORIAESPACIOTEATRAL@GMAIL.COM,WWW.LAGLORIATEATRAL.COM,https://www.facebook.com/LaGloriaTeatral/,@LAGLORIATEATRAL,https://www.instagram.com/lagloriateatral/,,,,,,,1184,C1184ADP
1082,ESPACIO DE FORMACION,,UNIVERSIDAD NACIONAL DE ARTE - DEPARTAMENTO ARTES MULTIMEDIALES,,,,,YATAY 843,YATAY,843,ALMAGRO,COMUNA 05,-34.6019075721577,-58.42844964203879,4862-8209,,WWW.IUNA.EDU.AR,,,,,,,,,,1184,C1184ADO
1087,ESPACIO DE FORMACION,,ESTUDIO EL AQUELARRE,ESPACIO ESCENICO,,,,YATAY 985,YATAY,985,ALMAGRO,COMUNA 05,-34.6002145571138,-58.4282008042145,3980-4596,ESTUDIOAQUELARRE@YAHOO.COM.AR,,WWW.FACEBOOK.COM/ESTUDIO.ELAQUELARRE/,,,,,,,,,1184,C1184ADQ
1588,LIBRERIA,,LUCIA MERCADO,,,,,ROCAMORA 4464,ROCAMORA,4464,ALMAGRO,COMUNA 05,-34.599166700000005,-58.4275593,54-11-48650656,luciasanta@infovia.com.ar,s/d,,,,,,,,,,1184,C1184ABJ
1469,ESPACIO ESCENICO,SALA DE TEATRO,ARTILUGIO TEATRO,,,,,"PERON, JUAN DOMINGO, TTE. GENERAL 4231","PERON, JUAN DOMINGO, TTE. GENERAL",4231,ALMAGRO,COMUNA 05,-34.6058996090171,-58.42668757328239,15-4914-8340,ARTILUGIOTEATRO@GMAIL.COM,http://www.artilugioteatro.com.ar,https://www.facebook.com/ArtilugioTeatro/,,https://www.instagram.com/artilugioteatro/,ARTEI,,,,,,1199,C1199ABC
377,CENTRO CULTURAL,,CENTRO CULTURAL EL PH,,,,,ESTADO DE PALESTINA 738,ESTADO DE PALESTINA,738,ALMAGRO,COMUNA 05,-34.602131899999996,-58.42561510000001,6919-9235 / 6789-3513,MSONEMBLUM@GMAIL.COM,,,,,,,,,,,1182,C1182ADF
1797,LIBRERIA,,PELUFO LIBRERIAS,,,,,CORRIENTES AV. 4276,CORRIENTES AV.,4276,ALMAGRO,COMUNA 05,-34.6028317,-58.42525129999999,,,,,,,,,,,,,1195,C1195AAO
554,CENTRO CULTURAL,,PARAJE ARTESON,"ESPACIO DE FORMACION, GALERIA DE ARTE, ESPACIO ESCENICO",,,,ESTADO DE PALESTINA 919,ESTADO DE PALESTINA,919,ALMAGRO,COMUNA 05,-34.6000325104786,-58.425214483467705,3288-1008,PARAJE.ARTESON@GMAIL.COM,WWW.PARAJEARTESON.COM.AR,WWW.FACEBOOK.COM/PARAJE-ARTES%C3%B3N-388053387940049/,,,,,,,,,1182,C1182ADI
474,CENTRO CULTURAL,,ESPACIO SAOCO,ESPACIO DE FORMACION,,,,ESTADO DE PALESTINA 933,ESTADO DE PALESTINA,933,ALMAGRO,COMUNA 05,-34.5998768929584,-58.4251925891049,5881-6464 / 4867-4814,JAIMEBREARD@GMAIL.COM,,,,,,,,,,,1182,C1182ADI
1183,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO EUREKA,ESPACIO DE FORMACION,SI,,,CORRIENTES AV. 4269,CORRIENTES AV.,4269,ALMAGRO,COMUNA 05,-34.6027569099473,-58.4251638688898,6231-6194,QUIEROHACERTEATRO@GMAIL.COM,WWW.QUIEROHACERTEATRO.COM.AR,WWW.FACEBOOK.COM/EUREKACULTURAL/,,https://www.instagram.com/teatroeureka/,ARTEI,,,,,,1195,C1195AAB
2524,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA NORMAL SUPERIOR N°  07 JOSE MARIA TORRES,,,,,CORRIENTES AV. 4261,CORRIENTES AV.,4261,ALMAGRO,COMUNA 05,-34.602769229934104,-58.4250392917576,4863-3808/6241,MARINAPL18@YAHOO.COM.AR,HTTP://NORMAL7.BUENOSAIRES.EDU.AR/,,,,COMENIUS,,,,,,1195,C1195AAB
1272,ESPACIO ESCENICO,SALA DE TEATRO,ESTUDIO LOS VIDRIOS,,,,,GUARDIA VIEJA 4257,GUARDIA VIEJA,4257,ALMAGRO,COMUNA 05,-34.6002629,-58.424570900000006,4861-2136,ESTUDIOLOSVIDRIOS@GMAIL.COM,http://cargocollective.com/estudiolosvidrios,https://www.facebook.com/estudiolosvidrios/,,https://www.instagram.com/estudiolosvidrios/,,,,,,,1192,C1192AAS
1097,ESPACIO DE FORMACION,,FX PRIMERA ESCUELA ARGENTINA DE EFECTOS ESPECIALES,,,,,ESTADO DE ISRAEL AV. 4126,ESTADO DE ISRAEL AV.,4126,ALMAGRO,COMUNA 05,-34.597915123031605,-58.423762830106405,4867-0221 / 319 1 / 0440,INFO@FX.COM.AR,INFO@FX.COM.AR,,,,,,,,,,1185,C1185AAN
336,CENTRO CULTURAL,,CASA DASEIN,ESPACIO ESCENICO,,,,ESTADO DE ISRAEL AV. 4116,ESTADO DE ISRAEL AV.,4116,ALMAGRO,COMUNA 05,-34.5979080276328,-58.4237097842791,,casa.dasein@gmail.com,,WWW.FACEBOOK.COM/CASADASEIN/,@CASADASEIN,https://www.instagram.com/casa.dasein,,,,,,,1185,C1185AAN
1208,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO ZUKRIC,ESPACIO DE FORMACION,SI,,,PERON. JUAN DOMINGO. TTE. GENERAL 4033,PERON. JUAN DOMINGO. TTE. GENERAL,4033,ALMAGRO,COMUNA 05,-34.60594329999999,-58.423458700000005,4867-2572,CLASES@ZUKRIC.COM,,WWW.FACEBOOK.COM/ESPACIOZUKRIC,,https://www.instagram.com/p/BcSIqbrB5vK/,,,,,,,1198,C1198AAY
580,CENTRO CULTURAL,,URDA ESPACIO CULTURAL,BAR,,,,HUMAHUACA 4130,HUMAHUACA,4130,ALMAGRO,COMUNA 05,-34.6017411795255,-58.4228797766008,5103-7807 / 2080-2464,JPCIPRIOTA@GMAIL.COM,,,,,,,,,,,1192,C1192ACF
1092,ESPACIO DE FORMACION,,UNIVERSIDAD NACIONAL DE ARTE - DEPARTAMENTO DE ARTES AUDIOVISUALES,,,,,ROCAMORA 4141,ROCAMORA,4141,ALMAGRO,COMUNA 05,-34.599200700000004,-58.422727,4864-4141 / 4864 / 9194 / 4864,AUDIOVISUALESALUMNOS@IUNA.EDU.AR,WWW.IUNA.EDU.AR,,,,,,,,,,1184,C1184ABC
34,BAR,CULTURAL,LA ORQUIDEA,,,,,CORRIENTES AV. 4101,CORRIENTES AV.,4101,ALMAGRO,COMUNA 05,-34.602914399999996,-58.4226701,,,,,,,,,,,,,1195,C1195AAA
508,CENTRO CULTURAL,,LA CASA DE TERESA ISRAEL,,,,,Acuña de Figueroa 795,ACUÑA DE FIGUEROA,795,ALMAGRO,COMUNA 05,-34.6019021002125,-58.4223577578868,,-,http://lacasadeteresa.blogspot.com/,https://www.facebook.com/laCasadeTere/,,,,,,,,,1180,C1180AAM
447,CENTRO CULTURAL,,EMERGENTE CLUB ALMAGRO,BAR,,,,ACUÑA DE FIGUEROA. FRANCISCO 1030,ACUÑA DE FIGUEROA. FRANCISCO,1030,ALMAGRO,COMUNA 05,-34.5989729,-58.4220326,4862-5136 / 5185-8184,HUGO.ENJOY@GMAIL.COM,http://elemergente.com.ar/,www.facebook.com/elemergentebar/,https://twitter.com/emergenteabasto,https://www.instagram.com/elemergente/,MECA,CLUMVI,,,,,1180,C1180AAT
143,BAR,MILONGA Y/O TANGUERIA,LA CATEDRAL,,SI,SARMIENTO,,SARMIENTO 4006,SARMIENTO,4006,ALMAGRO,COMUNA 05,-34.6048802479957,-58.421530203210295,,CONTACTO@LACATEDRALCLUB.COM,WWW.LACATEDRALCLUB.COM,https://www.facebook.com/lacateclub,,,,,,,,,1197,C1197AAH
1201,ESPACIO ESCENICO,SALA DE TEATRO,EL ESTEPARIO,ESPACIO DE FORMACION,SI,,,MEDRANO AV. 484,MEDRANO AV.,484,ALMAGRO,COMUNA 05,-34.605203100000004,-58.421298,5591-6879,ELESTEPARIOTEATRO@GMAIL.COM,,WWW.FACEBOOK.COM/ELESTEPARIOTEATRO/,@ESTEPARIOTEATRO,https://www.instagram.com/elesteparioteatro/,ARTEI,,,,,,1179,C1179AAH
1162,ESPACIO ESCENICO,SALA DE TEATRO,LA LUNARES TEATRO,"BAR, ESPACIO DE FORMACION",,,,HUMAHUACA 4027,HUMAHUACA,4027,ALMAGRO,COMUNA 05,-34.6018185,-58.4212632,4867-3105,LALUNARESTEATRO@GMAIL.COM,WWW.LALUNARES.COM.AR,WWW.FACEBOOK.COM/LALUNARESTEATRO/,,,,,,,,,1192,C1192ACC
319,CENTRO CULTURAL,,BATACAZO CULTURAL,,,,,MEDRANO AV. 627,MEDRANO AV.,627,ALMAGRO,COMUNA 05,-34.6027045,-58.4208235,4862-9536,LULICORRE@HOTMAIL.COM. BATACAZOCULTURAL@GMAIL.COM,,,,,,,,,,,1179,C1179AAK
530,CENTRO CULTURAL,,LAS MIL Y UN ARTES CENTRO CULTURAL,ESPACIO ESCENICO,,,,MEDRANO AV. 645,MEDRANO AV.,645,ALMAGRO,COMUNA 05,-34.6025474374426,-58.420799972236004,5761-2409,LASMILYUNARTES@YAHOO.COM.AR,http://lasmilyunartes.blogspot.com,https://www.facebook.com/Lasmilyunarte/,,https://www.instagram.com/lasmilyunartes/,,,,,,,1179,C1179AAK
918,ESPACIO DE EXHIBICION,MUSEO,MUSEO ETNOGRAFICO DE LAS OBRAS MISIONALES PONTIFICIAS,,,,,MEDRANO AV. 735,MEDRANO AV.,735,ALMAGRO,COMUNA 05,-34.6015665792781,-58.420664767797795,4863-1357 / 4862-4136,OSPA@SION.COM,WWW.OMPARGENTINA.ORG.AR,,,,,,,,,,1179,C1179AAM
1920,LIBRERIA,,LA TECNOLOGIA,,,,,MEDRANO AV. 938,MEDRANO AV.,938,ALMAGRO,COMUNA 05,-34.5986378849803,-58.420365966876794,,,,,,,,,,,,,1179,C1179AAR
65,BAR,CULTURAL,ASTROBAR,,,,,MEDRANO AV. 950,MEDRANO AV.,950,ALMAGRO,COMUNA 05,-34.5985037499813,-58.420343846491896,4866-5588,,,,,,,,,,,,1179,C1179AAR
87,BAR,CULTURAL,ZORRA,,,,,Bulnes 910,BULNES ,910,ALMAGRO,COMUNA 05,-34.6008091,-58.420193299999994,,,,,,,,,,,,,1176,C1176ABR
1684,LIBRERIA,,EMEDIATRENDS EDICIONES,,,,,HUMAHUACA 3960,HUMAHUACA,3960,ALMAGRO,COMUNA 05,-34.6020134,-58.420192099999994,11 64647705,libros@emediatrends.com.ar,https://emediatrends.mercadoshops.com.ar/,,,,,,,,,,1192,C1192ACB
2785,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO,,,,,GASCON 450,GASCON,450,ALMAGRO,COMUNA 05,-34.6066562278559,-58.42465936830789,4959-0200 INT. 8426,BIBLIO@HOSPITALITALIANO.ORG.AR,WWW.HOSPITALITALIANO.ORG.AR,,,,AMICUS,,,,,,1181,C1181ACH
2886,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ING. JOSE F. ARENA,,,,,MEDRANO AV. 950,MEDRANO AV.,950,ALMAGRO,COMUNA 05,-34.5985037499813,-58.420343846491896,4867-7550,,,,,,,,,,,,1179,C1179AAR
2950,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CONICET - CENTRO DE INVESTIGACIONES Y ESTUDIOS ORTOPEDICOS Y TRAUMATOLOGICOS,,,,,POTOSI 4215,POTOSI,4215,ALMAGRO,COMUNA 05,-34.6072265256254,-58.425922187678395,(011) 4961-8777,PEPPI.LIWINSKA@HOSPITALITALIANO.ORG.AR,HTTP://WWW.HOSPITALITALIANO.ORG.AR/DOCENCIA/RESIDENTES/INDEX_DTO.PHP?CONTENIDO=VERPROGRAMA.PHP&ID_PROGRAMA=65,,,,CAICYT,,,,,,1199,C1199ACK
473,CENTRO CULTURAL,,ESPACIO PUJOL,,,,,Pujol 1110,PUJOL,1110,CABALLITO,COMUNA 06,-34.6097382307165,-58.4512040596519,,,,,,,,,,,,,1416,C1416CIB
947,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE LA ESCUELA HIPOLITO VIEYTES,,,,,GAONA AV. 1502,GAONA AV.,1502,CABALLITO,COMUNA 06,-34.6096882150472,-58.45025916490479,4581-2934,,,https://www.facebook.com/museovieytes2015/,,,,,,,,,1416,C1416DRQ
379,CENTRO CULTURAL,,CENTRO CULTURAL EL QUIJOTERO,,,,,FIGUEROA. D. APOLINARIO. CORONEL 936,FIGUEROA. D. APOLINARIO. CORONEL,936,CABALLITO,COMUNA 06,-34.6083408,-58.4513664,,ESPACIOQUIJOTERO@GMAIL.COM,WWW.ESPACIOQUIJOTERO.BLOGSPOT.COM,,,,,,,SI,,,1416,C1416DPJ
989,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL ALBERTO OLMEDO,,SI,,,VIALE. LUIS 1052,VIALE. LUIS,1052,CABALLITO,COMUNA 06,-34.6081704,-58.4533065,4581-8369,CCALBERTOOLMEDO@HOTMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,,1416,C1416DML
136,BAR,MILONGA Y/O TANGUERIA,CLUB PIAMONTES,,,,,RODRIGUEZ. MANUEL A.. GENERAL 1205,RODRIGUEZ. MANUEL A.. GENERAL,1205,CABALLITO,COMUNA 06,-34.6076852,-58.4482878,4581-5189,,,,,,,,,,,,1416,C1416CMC
2547,BIBLIOTECA,SINDICAL,BIBLIOTECA CARLOS PELLEGRINI,,,,,GAONA AV. 2197,GAONA AV.,2197,CABALLITO,COMUNA 06,-34.6133637027713,-58.4582696012708,4586-8888 Int. 8706 4582-8008,BANCARIO@JANSSEN.COM.AR,,,,,BIBLIOMED,,,,,,1416,C1416DRJ
282,CALESITA,,CALESITA JOSE DE PLAZA IRLANDA,,,,,NEUQUEN,NEUQUEN,nan,CABALLITO,COMUNA 06,-34.6154660677489,-58.4572983910185,,,,,,,,,,,,,,
1750,LIBRERIA,,ATHENAS,,,,,"BIEDMA, JOSE JUAN 911","BIEDMA, JOSE JUAN",911,CABALLITO,COMUNA 06,-34.6142606,-58.4551115,4431-0592,,s/d,,"Ciencias económicas, jurídicas y empresariales",,,,,,,,1405,C1405ASK
1451,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,LA BOHEMIA CAFE CONCERT,BAR,SI,,,YERBAL 1657,YERBAL,1657,CABALLITO,COMUNA 06,-34.6241288121917,-58.4538220546186,15-6161-7393 / 46332971,LABOHEMIACAFECONCERT@YAHOO.COM.AR,https://labohemiacafeconcert.com.ar,https://www.facebook.com/labohemiaconcert/,@labohemiamusica,https://www.instagram.com/la_bohemia_concert/,CLUMVI,,,,,,1406,C1406GJM
539,CENTRO CULTURAL,,MOJITOS DE CUBA,BAR,,,,YERBAL 1655,YERBAL,1655,CABALLITO,COMUNA 06,-34.624104200000005,-58.45377020000001,3199-8690 / 4634-2016,ARATRELLES@YAHOO.COM.ES,,,,,,,,,,,1406,C1406GJM
1601,LIBRERIA,,PAIDEIA,,,,,RIVADAVIA AV. 6137,RIVADAVIA AV.,6137,CABALLITO,COMUNA 06,-34.625038200000006,-58.4527395,4631-9436,libreriapaideia@yahoo.com.ar,s/d,,,,,,,,,,1406,C1406GLE
934,ESPACIO DE EXHIBICION,MUSEO,MUSEO CASA TALLER FERRARO - BATTISTI,,,,,"OROÑO, NICASIO 560","OROÑO, NICASIO",560,CABALLITO,COMUNA 06,-34.617722508442995,-58.452354778174495,,,,,,,,,,,,,1405,C1405AQD
2936,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - INSTITUTO DE CIENCIAS AMBIENTALES Y SALUD,,,,,PAYSANDU 752,PAYSANDU,752,CABALLITO,COMUNA 06,-34.6149723653611,-58.4512750623101,"(011) 4431-2445, 4432-1111",CURSOS.ECDICAS@GMAIL.COM,HTTP://WWW.AMBIENTE.GOV.AR/?APLICACION=NOTICIAS&IDARTICULO=2221&IDSECCION=12,,,,CAICYT,,,,,,1405,C1405ANH
2764,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - ASOCIACION DE ANESTESIA ANESTESIOLOGIA Y REANIMACION DE BUENOS AIRES,,,,,"ARANGUREN, JUAN F., DR. 1323","ARANGUREN, JUAN F., DR.",1323,CABALLITO,COMUNA 06,-34.617956540371,-58.4511327049506,(011) 4433-0023 Int. 233,BIBLIOTECA@AAARBA.ORG,WWW.AAARBA.ORG,,,,CAICYT,,,,,,1405,C1405CSA
1298,ESPACIO ESCENICO,,GARRICK ARTE,,,,,AVELLANEDA AV. 1359,AVELLANEDA AV.,1359,CABALLITO,COMUNA 06,-34.619128700000005,-58.45103829999999,,DAN.GAK@ELGARRIC.COM.AR,,,,,,,,,,,1405,C1405COA
892,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE LA ASOCIACION DE ANESTESIA. ANALGESIA Y REANIMACION,,,,,FRAGATA PRES. SARMIENTO 541,FRAGATA PRES. SARMIENTO,541,CABALLITO,COMUNA 06,-34.6174559,-58.4509865,4433-0023,,,,,,,,,,,,1405,C1405APC
2579,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR DR. TRISTAN J. GONZALEZ,,,,,"GOYENA, PEDRO AV. 1579","GOYENA, PEDRO AV.",1579,CABALLITO,COMUNA 06,-34.6279913470544,-58.4500077390137,,TJGONZALEZ@COTELNET.COM.AR,,,,,CONABIP,,,,,,1406,C1406GWE
2480,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR 12 DE OCTUBRE,,,,,ARENGREEN 1187,ARENGREEN,1187,CABALLITO,COMUNA 06,-34.6131726226403,-58.448935396245794,,POPULAR12DEOCTUBRE@HOTMAIL.COM,,,,,CONABIP,,,,,,1405,C1405CYM
69,BAR,NOTABLE,EL VIEJO BUZON,,,,,NEUQUEN 1100,NEUQUEN,1100,CABALLITO,COMUNA 06,-34.6158990612867,-58.4488516057638,4433-3061,,,https://www.facebook.com/EL-VIEJO-BUZON-Caf%C3%A9-Pub-52882937101/,,,,,,,,,1405,C1405CKL
829,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE ESCULTURAS LUIS PERLOTTI,,SI,,,PUJOL 642,PUJOL,642,CABALLITO,COMUNA 06,-34.61502410000001,-58.448256900000004,4433-3396,MUSEOPERLOTTI_PRENSA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEOLUISPERLOTTI,,,,,,,,,,1405,C1405ALD
